# target: wasp-103
# filter: IRAC 4.5um
# tmid: 2457163.011465 +- 0.000309
# emid: 2457162.551163 +- 0.000697
# transit_depth: 0.013129+-0.000073
# eclipse_depth: 0.004737 +- 0.000193
# nightside_amp: 0.000995 +- 0.000212
# hotspot_amp: 0.004737 +- 0.000193
# hotspot_lon[deg]: 7.214076 +- 2.719798
# hotspot_lat[deg]: -1.143695 +- 2.212845
time,flux,err,xcent,ycent,npp,phase,raw_flux,phasecurve
2457162.413647,1.006084,0.003845,23.033230,231.193080,4.011168,0.351402,220.616600,1.004135
2457162.413795,1.003388,0.003849,23.031070,231.193968,3.957919,0.351562,220.069215,1.004137
2457162.413947,1.008127,0.003839,23.018508,231.155055,3.984851,0.351727,221.070567,1.004139
2457162.414100,1.003626,0.003848,23.028005,231.169906,3.924691,0.351892,220.232229,1.004140
2457162.414253,1.001227,0.003851,23.026666,231.152751,3.871548,0.352057,219.863860,1.004142
2457162.414401,1.013051,0.003830,23.016791,231.155733,3.865680,0.352217,222.283608,1.004144
2457162.414554,1.004601,0.003846,23.023244,231.160951,3.905670,0.352382,220.475892,1.004145
2457162.414707,0.998831,0.003855,23.027810,231.154951,3.951989,0.352547,219.235556,1.004147
2457162.414859,1.000146,0.003854,23.026255,231.161139,3.904928,0.352712,219.548081,1.004149
2457162.415012,1.004391,0.003844,23.051292,231.152190,3.867898,0.352878,220.504410,1.004150
2457162.415165,1.008428,0.003838,23.054611,231.155811,3.819073,0.353043,221.372976,1.004152
2457162.415313,0.999498,0.003855,23.044367,231.160110,3.865783,0.353203,219.481118,1.004154
2457162.415466,1.007590,0.003840,23.029225,231.172607,3.942549,0.353368,220.984665,1.004155
2457162.415614,1.015804,0.003829,23.040334,231.204161,4.097176,0.353528,222.407602,1.004157
2457162.415920,1.001127,0.003854,23.043741,231.182698,3.984681,0.353858,219.531119,1.004160
2457162.416072,1.008115,0.003838,23.042795,231.160454,3.778439,0.354023,221.391029,1.004162
2457162.416373,1.003946,0.003851,23.029560,231.179652,4.044116,0.354348,219.940865,1.004165
2457162.416679,1.000769,0.003856,23.027146,231.198123,4.042654,0.354678,219.295784,1.004169
2457162.416827,0.994269,0.003868,23.043536,231.199564,4.072785,0.354838,217.910827,1.004170
2457162.416980,0.998082,0.003859,23.038948,231.179735,3.959607,0.355003,218.941387,1.004172
2457162.417133,1.001903,0.003854,23.031950,231.186349,4.014655,0.355168,219.562411,1.004173
2457162.417285,0.999331,0.003854,23.049210,231.161052,3.916809,0.355334,219.369061,1.004175
2457162.417586,1.010038,0.003838,23.037039,231.182133,3.964967,0.355659,221.405517,1.004178
2457162.417739,1.005391,0.003850,23.023246,231.185951,4.123411,0.355824,220.061973,1.004180
2457162.417892,1.005972,0.003847,23.050939,231.196926,4.046214,0.355989,220.385305,1.004182
2457162.418045,1.002479,0.003853,23.026095,231.197357,4.113782,0.356154,219.443766,1.004183
2457162.418197,1.001164,0.003856,23.056460,231.192926,4.054298,0.356319,219.348306,1.004185
2457162.418345,1.001044,0.003856,23.040955,231.206481,4.042501,0.356479,219.301312,1.004186
2457162.418498,1.006030,0.003848,23.027629,231.188794,4.062868,0.356644,220.256504,1.004188
2457162.418651,0.998311,0.003863,23.025175,231.183823,4.094521,0.356809,218.538351,1.004190
2457162.418799,1.008832,0.003839,23.045253,231.184286,3.985066,0.356969,221.108519,1.004191
2457162.418952,1.005109,0.003851,23.059569,231.209649,4.155657,0.357134,219.947662,1.004193
2457162.419105,1.002365,0.003858,23.013941,231.217763,4.282806,0.357299,219.056262,1.004195
2457162.419558,1.004559,0.003848,23.023291,231.195941,4.006016,0.357790,220.085557,1.004199
2457162.419711,1.010993,0.003839,23.042771,231.195253,4.087383,0.357954,221.263581,1.004201
2457162.420012,1.005223,0.003848,23.046636,231.185373,4.034694,0.358280,220.200906,1.004204
2457162.420165,1.010501,0.003837,23.053763,231.179846,3.921054,0.358445,221.539902,1.004206
2457162.420318,1.013090,0.003838,23.027833,231.200674,4.205746,0.358610,221.442817,1.004207
2457162.420470,1.005636,0.003851,23.013468,231.198423,4.150968,0.358775,219.914151,1.004209
2457162.420619,1.008155,0.003843,23.005708,231.240206,4.371203,0.358935,220.667601,1.004211
2457162.420771,1.004280,0.003851,23.012531,231.240547,4.376308,0.359100,219.902384,1.004212
2457162.420924,1.005414,0.003851,23.032349,231.203494,4.191016,0.359265,219.861717,1.004214
2457162.421077,1.007290,0.003848,23.038867,231.227739,4.268739,0.359430,220.223657,1.004215
2457162.421230,0.999745,0.003862,23.033889,231.217446,4.142088,0.359595,218.653056,1.004217
2457162.421378,0.999126,0.003863,23.023685,231.222760,4.260569,0.359755,218.356614,1.004218
2457162.421531,1.002770,0.003857,23.017487,231.217408,4.312360,0.359920,219.233595,1.004220
2457162.421679,1.003274,0.003855,23.024557,231.202522,4.226991,0.360081,219.304625,1.004222
2457162.421984,1.012003,0.003840,22.990706,231.211120,4.309072,0.360411,221.110013,1.004225
2457162.422137,1.004222,0.003853,23.015731,231.210926,4.142306,0.360576,219.483189,1.004226
2457162.422290,0.996420,0.003870,23.021046,231.210954,4.202422,0.360741,217.748322,1.004228
2457162.422438,0.999832,0.003865,23.010216,231.218057,4.215968,0.360901,218.344448,1.004230
2457162.422595,1.002834,0.003856,23.034483,231.212182,4.177126,0.361071,219.307615,1.004231
2457162.422744,1.011558,0.003840,23.014053,231.186881,4.121551,0.361231,221.207812,1.004233
2457162.422896,1.009961,0.003845,23.005616,231.195208,4.205917,0.361396,220.599997,1.004234
2457162.423044,1.001006,0.003858,23.004901,231.180736,4.122034,0.361556,219.068786,1.004236
2457162.423197,1.004799,0.003854,22.990287,231.198403,4.212979,0.361721,219.496465,1.004237
2457162.423350,1.006170,0.003852,23.023239,231.204385,4.215418,0.361886,219.831564,1.004239
2457162.423804,1.001005,0.003860,22.993295,231.213768,4.315306,0.362376,218.891802,1.004244
2457162.423956,1.003701,0.003854,23.000341,231.190257,4.146044,0.362541,219.555642,1.004245
2457162.424109,0.999637,0.003860,22.982854,231.191936,4.310032,0.362706,218.736179,1.004247
2457162.424257,1.002950,0.003855,23.005060,231.187306,4.073209,0.362867,219.488085,1.004248
2457162.424415,1.004836,0.003851,23.018331,231.194254,4.150351,0.363037,219.731777,1.004250
2457162.424563,1.006222,0.003853,23.012662,231.212749,4.263442,0.363197,219.719233,1.004251
2457162.424711,0.999599,0.003865,23.015877,231.226702,4.206810,0.363357,218.289938,1.004253
2457162.424864,1.003821,0.003854,23.036240,231.188202,4.098276,0.363522,219.584973,1.004254
2457162.425017,0.992807,0.003877,23.015438,231.196902,4.281825,0.363687,216.933022,1.004256
2457162.425170,1.004035,0.003851,23.005120,231.187663,4.122191,0.363852,219.700134,1.004258
2457162.425322,0.997505,0.003867,22.999679,231.189289,4.217750,0.364017,218.070275,1.004259
2457162.425470,1.004843,0.003854,23.012401,231.205445,4.193493,0.364177,219.526179,1.004261
2457162.425623,1.004810,0.003855,23.009345,231.205035,4.205012,0.364342,219.469253,1.004262
2457162.425776,1.007873,0.003845,22.998588,231.180038,4.116095,0.364507,220.581669,1.004264
2457162.425929,1.010426,0.003839,22.989517,231.176362,4.145005,0.364672,221.074623,1.004265
2457162.426077,1.012994,0.003843,22.959651,231.176409,4.215876,0.364832,220.854977,1.004267
2457162.426230,1.013795,0.003836,23.038741,231.203627,4.154788,0.364997,221.627032,1.004268
